"","To","From","Airline","Distance","Duration","name","destination_long","destination_lat","origin_long","origin_lat","RouteInfo"
"4451","YUL","AMS","Delta Air Lines",3417,"07:20","Montreal / Pierre Elliott Trudeau International Airport",-73.7407989502,45.4706001282,4.7683,52.3105,"<b>AMS - YUL; Airline: Delta Air Lines; Distance: 3417; Flight Time: 07:20Hrs</b>"
"4471","YVR","AMS","Delta Air Lines",4786,"10:04","Vancouver International Airport",-123.183998108,49.193901062,4.7683,52.3105,"<b>AMS - YVR; Airline: Delta Air Lines; Distance: 4786; Flight Time: 10:04Hrs</b>"
"4491","YYC","AMS","Delta Air Lines",4451,"09:24","Calgary International Airport",-114.019996643,51.113899231,4.7683,52.3105,"<b>AMS - YYC; Airline: Delta Air Lines; Distance: 4451; Flight Time: 09:24Hrs</b>"
"4521","YYZ","AMS","Delta Air Lines",3719,"07:56","Lester B. Pearson International Airport",-79.6305999756,43.6772003174,4.7683,52.3105,"<b>AMS - YYZ; Airline: Delta Air Lines; Distance: 3719; Flight Time: 07:56Hrs</b>"
"4551","ZAG","AMS","Croatia Airlines",682,"01:51","Zagreb Airport",16.0687999725,45.7429008484,4.7683,52.3105,"<b>AMS - ZAG; Airline: Croatia Airlines; Distance: 682; Flight Time: 01:51Hrs</b>"
"4561","ZRH","AMS","KLM Royal Dutch Airlines",374,"01:14","Zürich Airport",8.54917,47.464699,4.7683,52.3105,"<b>AMS - ZRH; Airline: KLM Royal Dutch Airlines; Distance: 374; Flight Time: 01:14Hrs</b>"
"4591","ZTH","AMS","Transavia Holland",1270,"03:02","Zakynthos International Airport ""Dionysios Solomos""",20.8843,37.7509,4.7683,52.3105,"<b>AMS - ZTH; Airline: Transavia Holland; Distance: 1270; Flight Time: 03:02Hrs</b>"
"129","ACC","DXB","Emirates",3905,"08:18","Kotoka International Airport",-0.166786000132561,5.60518980026245,55.3657,25.2532,"<b>DXB - ACC; Airline: Emirates; Distance: 3905; Flight Time: 08:18Hrs</b>"
"226","ADD","DXB","Emirates",1564,"03:37","Addis Ababa Bole International Airport",38.7993011475,8.97789001465,55.3657,25.2532,"<b>DXB - ADD; Airline: Emirates; Distance: 1564; Flight Time: 03:37Hrs</b>"
"510","ADE","DXB","Yemenia",1090,"02:40","Aden International Airport",45.0288009643555,12.8295001983643,55.3657,25.2532,"<b>DXB - ADE; Airline: Yemenia; Distance: 1090; Flight Time: 02:40Hrs</b>"
"710","ADL","DXB","Emirates",6835,"14:10","Adelaide International Airport",138.531006,-34.945,55.3657,25.2532,"<b>DXB - ADL; Airline: Emirates; Distance: 6835; Flight Time: 14:10Hrs</b>"
"911","AHB","DXB","Fly Dubai",947,"02:23","Abha Regional Airport",42.6566009521,18.2404003143,55.3657,25.2532,"<b>DXB - AHB; Airline: Fly Dubai; Distance: 947; Flight Time: 02:23Hrs</b>"
"103","ALG","DXB","Air Algerie",3147,"06:47","Houari Boumediene Airport",3.21540999412537,36.6910018920898,55.3657,25.2532,"<b>DXB - ALG; Airline: Air Algerie; Distance: 3147; Flight Time: 06:47Hrs</b>"
"1210","AMD","DXB","Emirates",1097,"02:41","Sardar Vallabhbhai Patel International Airport",72.6346969604,23.0771999359,55.3657,25.2532,"<b>DXB - AMD; Airline: Emirates; Distance: 1097; Flight Time: 02:41Hrs</b>"
"1410","AMM","DXB","Emirates",1255,"03:00","Queen Alia International Airport",35.9931983948,31.7226009369,55.3657,25.2532,"<b>DXB - AMM; Airline: Emirates; Distance: 1255; Flight Time: 03:00Hrs</b>"
"186","AMS","DXB","Alitalia",3209,"06:55","Amsterdam Airport Schiphol",4.76389,52.308601,55.3657,25.2532,"<b>DXB - AMS; Airline: Alitalia; Distance: 3209; Flight Time: 06:55Hrs</b>"
"2110","ARN","DXB","Emirates",2971,"06:26","Stockholm-Arlanda Airport",17.918600082397,59.651901245117,55.3657,25.2532,"<b>DXB - ARN; Airline: Emirates; Distance: 2971; Flight Time: 06:26Hrs</b>"
"23","ASB","DXB","Fly Dubai",896,"02:17","Ashgabat International Airport",58.361,37.986801,55.3657,25.2532,"<b>DXB - ASB; Airline: Fly Dubai; Distance: 896; Flight Time: 02:17Hrs</b>"
"251","ATH","DXB","Emirates",2031,"04:33","Eleftherios Venizelos International Airport",23.9444999695,37.9364013672,55.3657,25.2532,"<b>DXB - ATH; Airline: Emirates; Distance: 2031; Flight Time: 04:33Hrs</b>"
"269","ATL","DXB","Delta Air Lines",7582,"15:39","Hartsfield Jackson Atlanta International Airport",-84.428101,33.6367,55.3657,25.2532,"<b>DXB - ATL; Airline: Delta Air Lines; Distance: 7582; Flight Time: 15:39Hrs</b>"
"27","AWZ","DXB","Iran Air",580,"01:39","Ahwaz Airport",48.7620010376,31.3374004364,55.3657,25.2532,"<b>DXB - AWZ; Airline: Iran Air; Distance: 580; Flight Time: 01:39Hrs</b>"
"2812","AZI","DXB","VRG Linhas Aereas",80,"00:39","Bateen Airport",54.4580993652344,24.4283008575439,55.3657,25.2532,"<b>DXB - AZI; Airline: VRG Linhas Aereas; Distance: 80; Flight Time: 00:39Hrs</b>"
"298","BAH","DXB","Emirates",302,"01:06","Bahrain International Airport",50.6335983276367,26.2707996368408,55.3657,25.2532,"<b>DXB - BAH; Airline: Emirates; Distance: 302; Flight Time: 01:06Hrs</b>"
"3310","BBO","DXB","Air Serbia",1232,"02:57","Berbera Airport",44.9411010742188,10.3892002105713,55.3657,25.2532,"<b>DXB - BBO; Airline: Air Serbia; Distance: 1232; Flight Time: 02:57Hrs</b>"
"3410","BCN","DXB","Emirates",3214,"06:55","Barcelona International Airport",2.07846,41.2971,55.3657,25.2532,"<b>DXB - BCN; Airline: Emirates; Distance: 3214; Flight Time: 06:55Hrs</b>"
"355","BDH","DXB","Iran Aseman Airlines",94,"00:41","Bandar Lengeh Airport",54.824798584,26.531999588,55.3657,25.2532,"<b>DXB - BDH; Airline: Iran Aseman Airlines; Distance: 94; Flight Time: 00:41Hrs</b>"
"366","BEG","DXB","Fly Dubai",2370,"05:14","Belgrade Nikola Tesla Airport",20.3090991974,44.8184013367,55.3657,25.2532,"<b>DXB - BEG; Airline: Fly Dubai; Distance: 2370; Flight Time: 05:14Hrs</b>"
"374","BEY","DXB","Emirates",1329,"03:09","Beirut Rafic Hariri International Airport",35.4883995056152,33.8208999633789,55.3657,25.2532,"<b>DXB - BEY; Airline: Emirates; Distance: 1329; Flight Time: 03:09Hrs</b>"
"398","BGW","DXB","Emirates",868,"02:14","Baghdad International Airport",44.2346000671,33.2625007629,55.3657,25.2532,"<b>DXB - BGW; Airline: Emirates; Distance: 868; Flight Time: 02:14Hrs</b>"
"413","BHX","DXB","Emirates",3479,"07:27","Birmingham International Airport",-1.74802994728,52.4538993835,55.3657,25.2532,"<b>DXB - BHX; Airline: Emirates; Distance: 3479; Flight Time: 07:27Hrs</b>"
"431","BKK","DXB","Emirates",3045,"06:35","Suvarnabhumi Airport",100.747001647949,13.6810998916626,55.3657,25.2532,"<b>DXB - BKK; Airline: Emirates; Distance: 3045; Flight Time: 06:35Hrs</b>"
"462","BLR","DXB","Emirates",1673,"03:50","Kempegowda International Airport",77.706299,13.1979,55.3657,25.2532,"<b>DXB - BLR; Airline: Emirates; Distance: 1673; Flight Time: 03:50Hrs</b>"
"472","BND","DXB","Iran Aseman Airlines",149,"00:47","Bandar Abbas International Airport",56.377799987793,27.2182998657227,55.3657,25.2532,"<b>DXB - BND; Airline: Iran Aseman Airlines; Distance: 149; Flight Time: 00:47Hrs</b>"
"492","BNE","DXB","Emirates",7439,"15:22","Brisbane International Airport",153.117004394531,-27.3841991424561,55.3657,25.2532,"<b>DXB - BNE; Airline: Emirates; Distance: 7439; Flight Time: 15:22Hrs</b>"
"511","BOM","DXB","IndiGo Airlines",1196,"02:53","Chhatrapati Shivaji International Airport",72.8678970337,19.0886993408,55.3657,25.2532,"<b>DXB - BOM; Airline: IndiGo Airlines; Distance: 1196; Flight Time: 02:53Hrs</b>"
"552","BOS","DXB","JetBlue Airways",6646,"13:47","General Edward Lawrence Logan International Airport",-71.00520325,42.36429977,55.3657,25.2532,"<b>DXB - BOS; Airline: JetBlue Airways; Distance: 6646; Flight Time: 13:47Hrs</b>"
"571","BSR","DXB","Emirates",595,"01:41","Basrah International Airport",47.6621017456055,30.5491008758545,55.3657,25.2532,"<b>DXB - BSR; Airline: Emirates; Distance: 595; Flight Time: 01:41Hrs</b>"
"593","BUZ","DXB","Iran Aseman Airlines",377,"01:15","Bushehr Airport",50.8345985413,28.9447994232,55.3657,25.2532,"<b>DXB - BUZ; Airline: Iran Aseman Airlines; Distance: 377; Flight Time: 01:15Hrs</b>"
"601","BWN","DXB","Royal Brunei Airlines",4174,"08:50","Brunei International Airport",114.928001403809,4.94420003890991,55.3657,25.2532,"<b>DXB - BWN; Airline: Royal Brunei Airlines; Distance: 4174; Flight Time: 08:50Hrs</b>"
"611","CAI","DXB","Emirates",1500,"03:30","Cairo International Airport",31.4055995941162,30.1219005584717,55.3657,25.2532,"<b>DXB - CAI; Airline: Emirates; Distance: 1500; Flight Time: 03:30Hrs</b>"
"642","CAN","DXB","China Southern Airlines",3618,"07:44","Guangzhou Baiyun International Airport",113.299003601074,23.3924007415771,55.3657,25.2532,"<b>DXB - CAN; Airline: China Southern Airlines; Distance: 3618; Flight Time: 07:44Hrs</b>"
"66","CCJ","DXB","Air India Limited",1661,"03:49","Calicut International Airport",75.9552993774,11.1367998123,55.3657,25.2532,"<b>DXB - CCJ; Airline: Air India Limited; Distance: 1661; Flight Time: 03:49Hrs</b>"
"692","CCU","DXB","Emirates",2090,"04:40","Netaji Subhash Chandra Bose International Airport",88.4467010498047,22.6546993255615,55.3657,25.2532,"<b>DXB - CCU; Airline: Emirates; Distance: 2090; Flight Time: 04:40Hrs</b>"
"701","CDG","DXB","Air France",3253,"07:00","Charles de Gaulle International Airport",2.55,49.012798,55.3657,25.2532,"<b>DXB - CDG; Airline: Air France; Distance: 3253; Flight Time: 07:00Hrs</b>"
"731","CGK","DXB","Emirates",4065,"08:37","Soekarno-Hatta International Airport",106.65599823,-6.1255698204,55.3657,25.2532,"<b>DXB - CGK; Airline: Emirates; Distance: 4065; Flight Time: 08:37Hrs</b>"
"752","CGP","DXB","Biman Bangladesh Airlines",2306,"05:06","Shah Amanat International Airport",91.8133010864258,22.2495994567871,55.3657,25.2532,"<b>DXB - CGP; Airline: Biman Bangladesh Airlines; Distance: 2306; Flight Time: 05:06Hrs</b>"
"762","CMB","DXB","Emirates",2042,"04:35","Bandaranaike International Colombo Airport",79.8841018676758,7.1807599067688,55.3657,25.2532,"<b>DXB - CMB; Airline: Emirates; Distance: 2042; Flight Time: 04:35Hrs</b>"
"791","CMN","DXB","Emirates",3776,"08:03","Mohammed V International Airport",-7.58997011184692,33.3675003051758,55.3657,25.2532,"<b>DXB - CMN; Airline: Emirates; Distance: 3776; Flight Time: 08:03Hrs</b>"
"802","COK","DXB","IndiGo Airlines",1728,"03:57","Cochin International Airport",76.401901,10.152,55.3657,25.2532,"<b>DXB - COK; Airline: IndiGo Airlines; Distance: 1728; Flight Time: 03:57Hrs</b>"
"842","CPH","DXB","Emirates",2992,"06:29","Copenhagen Kastrup Airport",12.656000137329,55.617900848389,55.3657,25.2532,"<b>DXB - CPH; Airline: Emirates; Distance: 2992; Flight Time: 06:29Hrs</b>"
"862","CPT","DXB","Emirates",4746,"09:59","Cape Town International Airport",18.6016998291,-33.9648017883,55.3657,25.2532,"<b>DXB - CPT; Airline: Emirates; Distance: 4746; Flight Time: 09:59Hrs</b>"
"882","DAC","DXB","United Airways",2196,"04:53","Hazrat Shahjalal International Airport",90.397783,23.843347,55.3657,25.2532,"<b>DXB - DAC; Airline: United Airways; Distance: 2196; Flight Time: 04:53Hrs</b>"
"912","DAR","DXB","Emirates",2470,"05:26","Julius Nyerere International Airport",39.202599,-6.87811,55.3657,25.2532,"<b>DXB - DAR; Airline: Emirates; Distance: 2470; Flight Time: 05:26Hrs</b>"
"922","DEL","DXB","IndiGo Airlines",1356,"03:12","Indira Gandhi International Airport",77.103104,28.5665,55.3657,25.2532,"<b>DXB - DEL; Airline: IndiGo Airlines; Distance: 1356; Flight Time: 03:12Hrs</b>"
"971","DFW","DXB","JetBlue Airways",8023,"16:32","Dallas Fort Worth International Airport",-97.038002,32.896801,55.3657,25.2532,"<b>DXB - DFW; Airline: JetBlue Airways; Distance: 8023; Flight Time: 16:32Hrs</b>"
"991","DKR","DXB","Emirates",4730,"09:57","Léopold Sédar Senghor International Airport",-17.4902000427246,14.7397003173828,55.3657,25.2532,"<b>DXB - DKR; Airline: Emirates; Distance: 4730; Flight Time: 09:57Hrs</b>"
"1002","DME","DXB","Emirates",2261,"05:01","Domodedovo International Airport",37.9062995910645,55.4087982177734,55.3657,25.2532,"<b>DXB - DME; Airline: Emirates; Distance: 2261; Flight Time: 05:01Hrs</b>"
"101","DMM","DXB","Emirates",355,"01:12","King Fahd International Airport",49.7979011535645,26.4712009429932,55.3657,25.2532,"<b>DXB - DMM; Airline: Emirates; Distance: 355; Flight Time: 01:12Hrs</b>"
"1051","DOH","DXB","Emirates",234,"00:58","Hamad International Airport",51.608056,25.273056,55.3657,25.2532,"<b>DXB - DOH; Airline: Emirates; Distance: 234; Flight Time: 00:58Hrs</b>"
"1091","DUB","DXB","Emirates",3675,"07:51","Dublin Airport",-6.27007,53.421299,55.3657,25.2532,"<b>DXB - DUB; Airline: Emirates; Distance: 3675; Flight Time: 07:51Hrs</b>"
"1112","DUR","DXB","Emirates",4115,"08:43","King Shaka International Airport",31.1197222222,-29.6144444444,55.3657,25.2532,"<b>DXB - DUR; Airline: Emirates; Distance: 4115; Flight Time: 08:43Hrs</b>"
"1132","DUS","DXB","Emirates",3108,"06:42","Düsseldorf Airport",6.76678,51.289501,55.3657,25.2532,"<b>DXB - DUS; Airline: Emirates; Distance: 3108; Flight Time: 06:42Hrs</b>"
"1152","DYU","DXB","Fly Dubai",1207,"02:54","Dushanbe Airport",68.8249969482,38.5433006287,55.3657,25.2532,"<b>DXB - DYU; Airline: Fly Dubai; Distance: 1207; Flight Time: 02:54Hrs</b>"
"1172","EBB","DXB","Emirates",2317,"05:08","Entebbe International Airport",32.443501,0.042386,55.3657,25.2532,"<b>DXB - EBB; Airline: Emirates; Distance: 2317; Flight Time: 05:08Hrs</b>"
"1181","EBL","DXB","Emirates",1014,"02:31","Erbil International Airport",43.9631996154785,36.2375984191895,55.3657,25.2532,"<b>DXB - EBL; Airline: Emirates; Distance: 1014; Flight Time: 02:31Hrs</b>"
"1201","ELQ","DXB","Fly Dubai",724,"01:56","Gassim Airport",43.7743988037109,26.3027992248535,55.3657,25.2532,"<b>DXB - ELQ; Airline: Fly Dubai; Distance: 724; Flight Time: 01:56Hrs</b>"
"1211","EVN","DXB","Fly Dubai",1207,"02:54","Zvartnots International Airport",44.3959007263,40.1473007202,55.3657,25.2532,"<b>DXB - EVN; Airline: Fly Dubai; Distance: 1207; Flight Time: 02:54Hrs</b>"
"1221","FCO","DXB","Emirates",2697,"05:53","Leonardo da Vinci–Fiumicino Airport",12.2388889,41.8002778,55.3657,25.2532,"<b>DXB - FCO; Airline: Emirates; Distance: 2697; Flight Time: 05:53Hrs</b>"
"1231","FRA","DXB","Emirates",3007,"06:30","Frankfurt am Main Airport",8.570556,50.033333,55.3657,25.2532,"<b>DXB - FRA; Airline: Emirates; Distance: 3007; Flight Time: 06:30Hrs</b>"
"1261","FRU","DXB","Fly Dubai",1636,"03:46","Manas International Airport",74.4776000977,43.0612983704,55.3657,25.2532,"<b>DXB - FRU; Airline: Fly Dubai; Distance: 1636; Flight Time: 03:46Hrs</b>"
"1272","GIG","DXB","Emirates",7380,"15:15","Rio Galeão – Tom Jobim International Airport",-43.2505569458,-22.8099994659,55.3657,25.2532,"<b>DXB - GIG; Airline: Emirates; Distance: 7380; Flight Time: 15:15Hrs</b>"
"1282","GLA","DXB","Emirates",3627,"07:45","Glasgow International Airport",-4.43306,55.871899,55.3657,25.2532,"<b>DXB - GLA; Airline: Emirates; Distance: 3627; Flight Time: 07:45Hrs</b>"
"1302","GOI","DXB","Air India Limited",1374,"03:14","Dabolim Airport",73.8313980103,15.3808002472,55.3657,25.2532,"<b>DXB - GOI; Airline: Air India Limited; Distance: 1374; Flight Time: 03:14Hrs</b>"
"1312","GRU","DXB","Emirates",7587,"15:40","Guarulhos - Governador André Franco Montoro International Airport",-46.4730567932129,-23.4355564117432,55.3657,25.2532,"<b>DXB - GRU; Airline: Emirates; Distance: 7587; Flight Time: 15:40Hrs</b>"
"1321","GVA","DXB","Emirates",3055,"06:36","Geneva Cointrin International Airport",6.10895013809204,46.2380981445312,55.3657,25.2532,"<b>DXB - GVA; Airline: Emirates; Distance: 3055; Flight Time: 06:36Hrs</b>"
"134","GYD","DXB","Fly Dubai",1094,"02:41","Heydar Aliyev International Airport",50.0466995239258,40.4674987792969,55.3657,25.2532,"<b>DXB - GYD; Airline: Fly Dubai; Distance: 1094; Flight Time: 02:41Hrs</b>"
"1362","HAM","DXB","Emirates",3033,"06:33","Hamburg Airport",9.9882297515869,53.630401611328,55.3657,25.2532,"<b>DXB - HAM; Airline: Emirates; Distance: 3033; Flight Time: 06:33Hrs</b>"
"1381","HAS","DXB","Fly Dubai",859,"02:13","Ha'il Airport",41.686298,27.437901,55.3657,25.2532,"<b>DXB - HAS; Airline: Fly Dubai; Distance: 859; Flight Time: 02:13Hrs</b>"
"1391","HBE","DXB","Fly Dubai",1607,"03:42","Borg El Arab International Airport",29.6963996887207,30.9176998138428,55.3657,25.2532,"<b>DXB - HBE; Airline: Fly Dubai; Distance: 1607; Flight Time: 03:42Hrs</b>"
"1401","HGA","DXB","Daallo Airlines",1314,"03:07","Egal International Airport",44.082389,9.513207,55.3657,25.2532,"<b>DXB - HGA; Airline: Daallo Airlines; Distance: 1314; Flight Time: 03:07Hrs</b>"
"1411","HKG","DXB","Cathay Pacific",3676,"07:51","Hong Kong International Airport",113.915001,22.308901,55.3657,25.2532,"<b>DXB - HKG; Airline: Cathay Pacific; Distance: 3676; Flight Time: 07:51Hrs</b>"
"1452","HKT","DXB","Emirates",3059,"06:37","Phuket International Airport",98.316902,8.1132,55.3657,25.2532,"<b>DXB - HKT; Airline: Emirates; Distance: 3059; Flight Time: 06:37Hrs</b>"
"1461","HND","DXB","Emirates",4927,"10:21","Tokyo Haneda International Airport",139.779999,35.552299,55.3657,25.2532,"<b>DXB - HND; Airline: Emirates; Distance: 4927; Flight Time: 10:21Hrs</b>"
"1481","HRK","DXB","Fly Dubai",1985,"04:28","Kharkiv International Airport",36.2900009155273,49.9248008728027,55.3657,25.2532,"<b>DXB - HRK; Airline: Fly Dubai; Distance: 1985; Flight Time: 04:28Hrs</b>"
"1491","IAD","DXB","JetBlue Airways",7051,"14:36","Washington Dulles International Airport",-77.45580292,38.94449997,55.3657,25.2532,"<b>DXB - IAD; Airline: JetBlue Airways; Distance: 7051; Flight Time: 14:36Hrs</b>"
"1521","IAH","DXB","JetBlue Airways",8150,"16:48","George Bush Intercontinental Houston Airport",-95.3414001464844,29.9843997955322,55.3657,25.2532,"<b>DXB - IAH; Airline: JetBlue Airways; Distance: 8150; Flight Time: 16:48Hrs</b>"
"1542","ICN","DXB","Emirates",4178,"08:51","Incheon International Airport",126.450996398926,37.4691009521484,55.3657,25.2532,"<b>DXB - ICN; Airline: Emirates; Distance: 4178; Flight Time: 08:51Hrs</b>"
"1562","IFN","DXB","Iran Air",559,"01:37","Esfahan Shahid Beheshti International Airport",51.8613014221191,32.7508010864258,55.3657,25.2532,"<b>DXB - IFN; Airline: Iran Air; Distance: 559; Flight Time: 01:37Hrs</b>"
"1571","IKA","DXB","Emirates",745,"01:59","Imam Khomeini International Airport",51.1521987915039,35.4160995483398,55.3657,25.2532,"<b>DXB - IKA; Airline: Emirates; Distance: 745; Flight Time: 01:59Hrs</b>"
"1612","ISL","DXB","Emirates",1868,"04:14","Atatürk International Airport",28.8146,40.976898,55.3657,25.2532,"<b>DXB - ISL; Airline: Emirates; Distance: 1868; Flight Time: 04:14Hrs</b>"
"1641","ISU","DXB","Fly Dubai",928,"02:21","Sulaymaniyah International Airport",45.3167381287,35.5617485046,55.3657,25.2532,"<b>DXB - ISU; Airline: Fly Dubai; Distance: 928; Flight Time: 02:21Hrs</b>"
"1652","IXE","DXB","Jet Airways",1527,"03:33","Mangalore International Airport",74.8900985718,12.9612998962,55.3657,25.2532,"<b>DXB - IXE; Airline: Jet Airways; Distance: 1527; Flight Time: 03:33Hrs</b>"
"1671","JED","DXB","Emirates",1055,"02:36","King Abdulaziz International Airport",39.156502,21.6796,55.3657,25.2532,"<b>DXB - JED; Airline: Emirates; Distance: 1055; Flight Time: 02:36Hrs</b>"
"1722","JFK","DXB","JetBlue Airways",6832,"14:09","John F Kennedy International Airport",-73.77890015,40.63980103,55.3657,25.2532,"<b>DXB - JFK; Airline: JetBlue Airways; Distance: 6832; Flight Time: 14:09Hrs</b>"
"1742","JIB","DXB","Fly Dubai",1237,"02:58","Djibouti-Ambouli Airport",43.1595001220703,11.5473003387451,55.3657,25.2532,"<b>DXB - JIB; Airline: Fly Dubai; Distance: 1237; Flight Time: 02:58Hrs</b>"
"1751","JNB","DXB","Emirates",3982,"08:27","OR Tambo International Airport",28.246,-26.1392,55.3657,25.2532,"<b>DXB - JNB; Airline: Emirates; Distance: 3982; Flight Time: 08:27Hrs</b>"
"1811","JUB","DXB","Fly Dubai",2111,"04:43","Juba International Airport",31.6011009216,4.87201023102,55.3657,25.2532,"<b>DXB - JUB; Airline: Fly Dubai; Distance: 2111; Flight Time: 04:43Hrs</b>"
"1822","KBL","DXB","Safi Airlines",1047,"02:35","Hamid Karzai International Airport",69.212303,34.565899,55.3657,25.2532,"<b>DXB - KBL; Airline: Safi Airlines; Distance: 1047; Flight Time: 02:35Hrs</b>"
"187","KBP","DXB","Emirates",2166,"04:49","Boryspil International Airport",30.8946990966797,50.3450012207031,55.3657,25.2532,"<b>DXB - KBP; Airline: Emirates; Distance: 2166; Flight Time: 04:49Hrs</b>"
"1893","KDH","DXB","Ariana Afghan Airlines",768,"02:02","Kandahar Airport",65.8478012084961,31.5058002471924,55.3657,25.2532,"<b>DXB - KDH; Airline: Ariana Afghan Airlines; Distance: 768; Flight Time: 02:02Hrs</b>"
"1902","KGL","DXB","Rwandair Express",2525,"05:33","Kigali International Airport",30.1395,-1.96863,55.3657,25.2532,"<b>DXB - KGL; Airline: Rwandair Express; Distance: 2525; Flight Time: 05:33Hrs</b>"
"191","KHI","DXB","Emirates",737,"01:58","Jinnah International Airport",67.160797,24.9065,55.3657,25.2532,"<b>DXB - KHI; Airline: Emirates; Distance: 737; Flight Time: 01:58Hrs</b>"
"1951","KIH","DXB","Kish Air",122,"00:44","Kish International Airport",53.9802017212,26.5261993408,55.3657,25.2532,"<b>DXB - KIH; Airline: Kish Air; Distance: 122; Flight Time: 00:44Hrs</b>"
"1961","KIX","DXB","Emirates",4705,"09:54","Kansai International Airport",135.244003295898,34.4272994995117,55.3657,25.2532,"<b>DXB - KIX; Airline: Emirates; Distance: 4705; Flight Time: 09:54Hrs</b>"
"1981","KJA","DXB","NordStar Airlines",2824,"06:08","Yemelyanovo Airport",92.493301,56.172901,55.3657,25.2532,"<b>DXB - KJA; Airline: NordStar Airlines; Distance: 2824; Flight Time: 06:08Hrs</b>"
"1991","KMG","DXB","China Eastern Airlines",2956,"06:24","Kunming Changshui International Airport",102.9291667,25.1019444,55.3657,25.2532,"<b>DXB - KMG; Airline: China Eastern Airlines; Distance: 2956; Flight Time: 06:24Hrs</b>"
"200","KRR","DXB","Fly Dubai",1636,"03:46","Krasnodar Pashkovsky International Airport",39.170501708984,45.034698486328,55.3657,25.2532,"<b>DXB - KRR; Airline: Fly Dubai; Distance: 1636; Flight Time: 03:46Hrs</b>"
"202","KRT","DXB","Emirates",1616,"03:43","Khartoum International Airport",32.5531997680664,15.5895004272461,55.3657,25.2532,"<b>DXB - KRT; Airline: Emirates; Distance: 1616; Flight Time: 03:43Hrs</b>"
"2051","KTM","DXB","Fly Dubai",1857,"04:12","Tribhuvan International Airport",85.3591,27.6966,55.3657,25.2532,"<b>DXB - KTM; Airline: Fly Dubai; Distance: 1857; Flight Time: 04:12Hrs</b>"
"2061","KUF","DXB","Ural Airlines",1969,"04:26","Kurumoch International Airport",50.16429901123,53.504901885986,55.3657,25.2532,"<b>DXB - KUF; Airline: Ural Airlines; Distance: 1969; Flight Time: 04:26Hrs</b>"
"2071","KUL","DXB","Emirates",3446,"07:23","Kuala Lumpur International Airport",101.70999908447,2.745579957962,55.3657,25.2532,"<b>DXB - KUL; Airline: Emirates; Distance: 3446; Flight Time: 07:23Hrs</b>"
"2101","KWI","DXB","Emirates",530,"01:33","Kuwait International Airport",47.9688987731934,29.2266006469727,55.3657,25.2532,"<b>DXB - KWI; Airline: Emirates; Distance: 530; Flight Time: 01:33Hrs</b>"
"2142","LAD","DXB","TAAG Angola Airlines",3683,"07:51","Quatro de Fevereiro Airport",13.2312,-8.85837,55.3657,25.2532,"<b>DXB - LAD; Airline: TAAG Angola Airlines; Distance: 3683; Flight Time: 07:51Hrs</b>"
"2161","LAX","DXB","JetBlue Airways",8321,"17:08","Los Angeles International Airport",-118.4079971,33.94250107,55.3657,25.2532,"<b>DXB - LAX; Airline: JetBlue Airways; Distance: 8321; Flight Time: 17:08Hrs</b>"
"2181","LCA","DXB","Emirates",1454,"03:24","Larnaca International Airport",33.6249008178711,34.8750991821289,55.3657,25.2532,"<b>DXB - LCA; Airline: Emirates; Distance: 1454; Flight Time: 03:24Hrs</b>"
"2192","LED","DXB","Emirates",2670,"05:50","Pulkovo Airport",30.2625007629395,59.8003005981445,55.3657,25.2532,"<b>DXB - LED; Airline: Emirates; Distance: 2670; Flight Time: 05:50Hrs</b>"
"220","LGW","DXB","Emirates",3398,"07:17","London Gatwick Airport",-0.190278,51.148102,55.3657,25.2532,"<b>DXB - LGW; Airline: Emirates; Distance: 3398; Flight Time: 07:17Hrs</b>"
"2222","LHE","DXB","Emirates",1232,"02:57","Alama Iqbal International Airport",74.4036026000977,31.5216007232666,55.3657,25.2532,"<b>DXB - LHE; Airline: Emirates; Distance: 1232; Flight Time: 02:57Hrs</b>"
"2253","LHR","DXB","American Airlines",3414,"07:19","London Heathrow Airport",-0.461941,51.4706,55.3657,25.2532,"<b>DXB - LHR; Airline: American Airlines; Distance: 3414; Flight Time: 07:19Hrs</b>"
"230","LIS","DXB","Emirates",3811,"08:07","Humberto Delgado Airport (Lisbon Portela Airport)",-9.13592,38.7813,55.3657,25.2532,"<b>DXB - LIS; Airline: Emirates; Distance: 3811; Flight Time: 08:07Hrs</b>"
"2323","LKO","DXB","Fly Dubai",1584,"03:40","Chaudhary Charan Singh International Airport",80.8892974854,26.7605991364,55.3657,25.2532,"<b>DXB - LKO; Airline: Fly Dubai; Distance: 1584; Flight Time: 03:40Hrs</b>"
"2332","LOS","DXB","Emirates",3661,"07:49","Murtala Muhammed International Airport",3.32116007804871,6.57737016677856,55.3657,25.2532,"<b>DXB - LOS; Airline: Emirates; Distance: 3661; Flight Time: 07:49Hrs</b>"
"2342","LRR","DXB","Iran Aseman Airlines",177,"00:51","Lar Airport",54.3833007812,27.6746997833,55.3657,25.2532,"<b>DXB - LRR; Airline: Iran Aseman Airlines; Distance: 177; Flight Time: 00:51Hrs</b>"
"2352","LUN","DXB","Emirates",3336,"07:10","Kenneth Kaunda International Airport Lusaka",28.4526004791,-15.3308000565,55.3657,25.2532,"<b>DXB - LUN; Airline: Emirates; Distance: 3336; Flight Time: 07:10Hrs</b>"
